# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 0.50000000000000000000 116.00000000000000000000 0.28952601552009582520 -0.00426278216764330864 1.00046634674072265625 -1.20134460926055908203 -0.12725399434566497803 0.29230862855911254883 -1.20049941539764404297 -0.12786726653575897217 0.00019274308579042554
9.50000000000000000000 0.10000000149011611938 1.27499997615814208984 116.00000000000000000000 0.28570130467414855957 -0.00359638570807874203 1.00045883655548095703 -1.18338477611541748047 -0.12311755120754241943 0.29225867986679077148 -1.20016062259674072266 -0.12783606350421905518 0.00101602962240576744
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.29999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.29999995231628417969 116.00000000000000000000 0.28665059804916381836 -0.00361107010394334793 1.00046300888061523438 -1.18209159374237060547 -0.12306580692529678345 0.29226052761077880859 -1.20019268989562988281 -0.12783361971378326416 0.00103665166534483433
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.32500004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.32500004768371582031 116.00000000000000000000 0.28795284032821655273 -0.00362416147254407406 1.00045824050903320312 -1.18182730674743652344 -0.12328142672777175903 0.29227283596992492676 -1.20036911964416503906 -0.12783840298652648926 0.00105777487624436617
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.35000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.35000002384185791016 116.00000000000000000000 0.28954491019248962402 -0.00363595015369355679 1.00046157836914062500 -1.18261539936065673828 -0.12375213950872421265 0.29225781559944152832 -1.20012903213500976562 -0.12784413993358612061 0.00107942230533808470
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.37500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.37500000000000000000 116.00000000000000000000 0.29134601354598999023 -0.00364852440543472767 1.00046122074127197266 -1.18441009521484375000 -0.12445434927940368652 0.29225185513496398926 -1.20033645629882812500 -0.12783396244049072266 0.00110172235872596502
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.39999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.39999997615814208984 116.00000000000000000000 0.29325300455093383789 -0.00366014707833528519 1.00045943260192871094 -1.18710470199584960938 -0.12535822391510009766 0.29227867722511291504 -1.20015382766723632812 -0.12784643471240997314 0.00112987542524933815
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.42499995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.42499995231628417969 116.00000000000000000000 0.29514959454536437988 -0.00367344077676534653 1.00045800209045410156 -1.19055426120758056641 -0.12641417980194091797 0.29225811362266540527 -1.20018279552459716797 -0.12783855199813842773 0.00114729558117687702
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.45000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.45000004768371582031 116.00000000000000000000 0.29691636562347412109 -0.00368715613149106503 1.00045812129974365234 -1.19457900524139404297 -0.12757036089897155762 0.29225385189056396484 -1.20024883747100830078 -0.12783643603324890137 0.00117098097689449787
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.47500002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.47500002384185791016 116.00000000000000000000 0.29842975735664367676 -0.00370308291167020798 1.00045895576477050781 -1.19893670082092285156 -0.12876559793949127197 0.29226574301719665527 -1.20017099380493164062 -0.12783724069595336914 0.00119569140952080488
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.50000000000000000000 116.00000000000000000000 0.29957431554794311523 -0.00371818174608051777 1.00045990943908691406 -1.20337820053100585938 -0.12992800772190093994 0.29226413369178771973 -1.20016956329345703125 -0.12783849239349365234 0.00121702859178185463
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.52499997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.52499997615814208984 116.00000000000000000000 0.30025076866149902344 -0.00373118999414145947 1.00046050548553466797 -1.20762372016906738281 -0.13099020719528198242 0.29226440191268920898 -1.20021629333496093750 -0.12784248590469360352 0.00123806344345211983
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.54999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.54999995231628417969 116.00000000000000000000 0.30038896203041076660 -0.00374357891269028187 1.00046288967132568359 -1.21140480041503906250 -0.13187959790229797363 0.29225176572799682617 -1.20026934146881103516 -0.12783654034137725830 0.00125911610666662455
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.57500004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.57500004768371582031 116.00000000000000000000 0.29995504021644592285 -0.00376241980120539665 1.00046384334564208984 -1.21447145938873291016 -0.13253168761730194092 0.29227343201637268066 -1.20022654533386230469 -0.12783837318420410156 0.00128145283088088036
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.60000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.60000002384185791016 116.00000000000000000000 0.29896429181098937988 -0.00377295934595167637 1.00046384334564208984 -1.21660566329956054688 -0.13289265334606170654 0.29227018356323242188 -1.20015060901641845703 -0.12783920764923095703 0.00130362634081393480
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.62500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.62500000000000000000 116.00000000000000000000 0.29748433828353881836 -0.00378960208036005497 1.00046384334564208984 -1.21767747402191162109 -0.13292761147022247314 0.29225292801856994629 -1.20024740695953369141 -0.12783257663249969482 0.00132538122124969959
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.64999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.64999997615814208984 116.00000000000000000000 0.29562506079673767090 -0.00380465085618197918 1.00046348571777343750 -1.21761858463287353516 -0.13262830674648284912 0.29227057099342346191 -1.20015633106231689453 -0.12784293293952941895 0.00134767952840775251
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.67499995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.67499995231628417969 116.00000000000000000000 0.29352995753288269043 -0.00381810800172388554 1.00046265125274658203 -1.21644318103790283203 -0.13200786709785461426 0.29224944114685058594 -1.20026218891143798828 -0.12783345580101013184 0.00137312687002122402
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.70000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.70000004768371582031 116.00000000000000000000 0.29136016964912414551 -0.00383319775573909283 1.00046062469482421875 -1.21424841880798339844 -0.13110990822315216064 0.29225999116897583008 -1.20020055770874023438 -0.12783357501029968262 0.00139727920759469271
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.72500002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.72500002384185791016 116.00000000000000000000 0.28928446769714355469 -0.00384912570007145405 1.00046265125274658203 -1.21121537685394287109 -0.12999719381332397461 0.29226785898208618164 -1.20019400119781494141 -0.12783552706241607666 0.00142151047475636005
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.75000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.75000000000000000000 116.00000000000000000000 0.28744673728942871094 -0.00386468856595456600 1.00046503543853759766 -1.20756685733795166016 -0.12875482439994812012 0.29226750135421752930 -1.20026135444641113281 -0.12783332169055938721 0.00144042016472667456
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.77499997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.77499997615814208984 116.00000000000000000000 0.28595742583274841309 -0.00388099579140543938 1.00046432018280029297 -1.20356607437133789062 -0.12747576832771301270 0.29226306080818176270 -1.20025408267974853516 -0.12783896923065185547 0.00146513676736503839
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.79999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.79999995231628417969 116.00000000000000000000 0.28488624095916748047 -0.00389730627648532391 1.00046503543853759766 -1.19946360588073730469 -0.12624415755271911621 0.29225701093673706055 -1.20020568370819091797 -0.12783996760845184326 0.00149011996109038591
