# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 0.50000000000000000000 116.00000000000000000000 0.52895438671112060547 -0.02472518943250179291 1.00045418739318847656 -2.25400066375732421875 -0.23802317678928375244 0.54214966297149658203 -2.22668290138244628906 -0.24047785997390747070 -0.00042663124622777104
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.27499997615814208984 116.00000000000000000000 0.49166896939277648926 -0.02792058140039443970 1.00045526027679443359 -2.13430809974670410156 -0.23360301554203033447 0.54341888427734375000 -2.23164629936218261719 -0.24052610993385314941 -0.00233896332792937756
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.29999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.29999995231628417969 116.00000000000000000000 0.49409919977188110352 -0.02815612778067588806 1.00045609474182128906 -2.11608457565307617188 -0.23348224163055419922 0.54342252016067504883 -2.23170614242553710938 -0.24057225883007049561 -0.00252070254646241665
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.32500004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.32500004768371582031 116.00000000000000000000 0.49929270148277282715 -0.02839037217199802399 1.00045740604400634766 -2.10383272171020507812 -0.23362843692302703857 0.54346537590026855469 -2.23195195198059082031 -0.24054761230945587158 -0.00271566142328083515
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.35000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.35000002384185791016 116.00000000000000000000 0.50701379776000976562 -0.02862551994621753693 1.00045239925384521484 -2.09811496734619140625 -0.23411619663238525391 0.54350370168685913086 -2.23189258575439453125 -0.24052773416042327881 -0.00292247417382895947
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.37500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.37500000000000000000 116.00000000000000000000 0.51685446500778198242 -0.02886082977056503296 1.00045228004455566406 -2.09919095039367675781 -0.23495736718177795410 0.54352992773056030273 -2.23222208023071289062 -0.24052217602729797363 -0.00313947955146431923
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.39999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.39999997615814208984 116.00000000000000000000 0.52830708026885986328 -0.02909550257027149200 1.00045299530029296875 -2.10695099830627441406 -0.23609833419322967529 0.54356092214584350586 -2.23227095603942871094 -0.24051252007484436035 -0.00335800135508179665
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.42499995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.42499995231628417969 116.00000000000000000000 0.54075092077255249023 -0.02933577261865139008 1.00045454502105712891 -2.12095069885253906250 -0.23747125267982482910 0.54358619451522827148 -2.23244857788085937500 -0.24050942063331604004 -0.00360827427357435226
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.45000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.45000004768371582031 116.00000000000000000000 0.55354988574981689453 -0.02957286499440670013 1.00045359134674072266 -2.14045786857604980469 -0.23903456330299377441 0.54361736774444580078 -2.23240709304809570312 -0.24050121009349822998 -0.00386150507256388664
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.47500002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.47500002384185791016 116.00000000000000000000 0.56616246700286865234 -0.02981710061430931091 1.00045394897460937500 -2.16452074050903320312 -0.24079149961471557617 0.54364770650863647461 -2.23265337944030761719 -0.24050001800060272217 -0.00412586377933621407
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.50000000000000000000 116.00000000000000000000 0.57825994491577148438 -0.03005471266806125641 1.00045406818389892578 -2.19206523895263671875 -0.24269862473011016846 0.54367816448211669922 -2.23272061347961425781 -0.24048639833927154541 -0.00440959632396697998
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.52499997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.52499997615814208984 116.00000000000000000000 0.58960026502609252930 -0.03028752095997333527 1.00045454502105712891 -2.22206878662109375000 -0.24453958868980407715 0.54370647668838500977 -2.23284173011779785156 -0.24049168825149536133 -0.00470938626676797867
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.54999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.54999995231628417969 116.00000000000000000000 0.59956073760986328125 -0.03051470033824443817 1.00045382976531982422 -2.25343084335327148438 -0.24593313038349151611 0.54373532533645629883 -2.23302245140075683594 -0.24048833549022674561 -0.00502174021676182747
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.57500004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.57500004768371582031 116.00000000000000000000 0.60694271326065063477 -0.03075144812464714050 1.00045490264892578125 -2.28478598594665527344 -0.24657288193702697754 0.54376590251922607422 -2.23302769660949707031 -0.24047014117240905762 -0.00534660322591662407
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.60000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.60000002384185791016 116.00000000000000000000 0.61034578084945678711 -0.03096833638846874237 1.00045657157897949219 -2.31423735618591308594 -0.24646991491317749023 0.54379224777221679688 -2.23323917388916015625 -0.24048547446727752686 -0.00568467238917946815
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.62500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.62500000000000000000 116.00000000000000000000 0.60888379812240600586 -0.03119255788624286652 1.00045597553253173828 -2.33969473838806152344 -0.24592255055904388428 0.54381620883941650391 -2.23328995704650878906 -0.24047957360744476318 -0.00603916496038436890
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.64999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.64999997615814208984 116.00000000000000000000 0.60250890254974365234 -0.03140733018517494202 1.00045406818389892578 -2.35914659500122070312 -0.24527405202388763428 0.54387211799621582031 -2.23343062400817871094 -0.24045893549919128418 -0.00640707928687334061
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.67499995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.67499995231628417969 116.00000000000000000000 0.59186267852783203125 -0.03161282837390899658 1.00045609474182128906 -2.37113118171691894531 -0.24469114840030670166 0.54389375448226928711 -2.23358654975891113281 -0.24045944213867187500 -0.00678201671689748764
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.70000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.70000004768371582031 116.00000000000000000000 0.57789206504821777344 -0.03181473538279533386 1.00045418739318847656 -2.37485265731811523438 -0.24413003027439117432 0.54393291473388671875 -2.23363542556762695312 -0.24045969545841217041 -0.00717554055154323578
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.72500002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.72500002384185791016 116.00000000000000000000 0.56164866685867309570 -0.03201027214527130127 1.00045430660247802734 -2.37015867233276367188 -0.24343654513359069824 0.54396241903305053711 -2.23374319076538085938 -0.24044968187808990479 -0.00758279440924525261
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.75000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.75000000000000000000 116.00000000000000000000 0.54421377182006835938 -0.03219749033451080322 1.00045382976531982422 -2.35745048522949218750 -0.24244719743728637695 0.54399687051773071289 -2.23402619361877441406 -0.24046833813190460205 -0.00801588967442512512
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.77499997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.77499997615814208984 116.00000000000000000000 0.52672863006591796875 -0.03237398341298103333 1.00045454502105712891 -2.33766031265258789062 -0.24106442928314208984 0.54402995109558105469 -2.23407268524169921875 -0.24046751856803894043 -0.00845356285572052002
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=1.79999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 1.79999995231628417969 116.00000000000000000000 0.51030063629150390625 -0.03254204243421554565 1.00045299530029296875 -2.31211829185485839844 -0.23927250504493713379 0.54404979944229125977 -2.23427057266235351562 -0.24045191705226898193 -0.00890529807657003403
