# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 0.50000000000000000000 116.00000000000000000000 0.01384041737765073776 0.01071299798786640167 1.00003099441528320312 -0.01163213141262531281 0.94546496868133544922 -0.00000533245065525989 0.00001788181543815881 0.94545215368270874023 -0.00405163457617163658
0.00000000000000000000 0.10000000149011611938 3.59999990463256835938 116.00000000000000000000 -0.06809753924608230591 0.03763836622238159180 1.00002872943878173828 0.06824629753828048706 0.94436407089233398438 -0.00001379302921122871 0.00001713826168270316 0.94458073377609252930 0.02944981865584850311
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=3.70000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 3.70000004768371582031 116.00000000000000000000 0.01315025798976421356 0.03443213179707527161 1.00002825260162353516 0.06807577610015869141 0.94531393051147460938 0.00000614137343291077 0.00002199963091698010 0.94465619325637817383 0.03071476891636848450
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=3.79999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 3.79999995231628417969 116.00000000000000000000 0.07854376733303070068 0.03137199953198432922 1.00002801418304443359 0.01591834984719753265 0.94449651241302490234 0.00001142194378189743 0.00000075416409117679 0.94472229480743408203 0.03148765489459037781
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=3.90000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 3.90000009536743164062 116.00000000000000000000 0.07658361643552780151 0.02850959636270999908 1.00002980232238769531 -0.04265176877379417419 0.94434523582458496094 0.00002826099807862192 -0.00001803817212930880 0.94479143619537353516 0.03186179324984550476
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=4.00000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 4.00000000000000000000 116.00000000000000000000 0.01321060303598642349 0.02588167227804660797 1.00002908706665039062 -0.06108587607741355896 0.94524562358856201172 -0.00000228062276619312 0.00000320020831168222 0.94485384225845336914 0.03186005353927612305
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=4.09999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 4.09999990463256835938 116.00000000000000000000 -0.05639041587710380554 0.02351259812712669373 1.00002956390380859375 -0.02933392114937305450 0.94498378038406372070 -0.00000736760830477579 -0.00000472661668027285 0.94491404294967651367 0.03164523839950561523
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=4.19999980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 4.19999980926513671875 116.00000000000000000000 -0.07446662336587905884 0.02136730030179023743 1.00003039836883544922 0.02191912755370140076 0.94455283880233764648 0.00001666502430452965 -0.00000612888788964483 0.94496685266494750977 0.03123397007584571838
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=4.30000019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 4.30000019073486328125 116.00000000000000000000 -0.02958659268915653229 0.01946416683495044708 1.00002956390380859375 0.04983017966151237488 0.94516831636428833008 -0.00000991809702099999 0.00001450820491299964 0.94501245021820068359 0.03074068576097488403
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=4.40000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 4.40000009536743164062 116.00000000000000000000 0.03662189841270446777 0.01778486557304859161 1.00003004074096679688 0.03414244949817657471 0.94524127244949340820 0.00001425243408448296 0.00001604762292117812 0.94505947828292846680 0.03013337217271327972
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=4.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 4.50000000000000000000 116.00000000000000000000 0.06727211177349090576 0.01626515202224254608 1.00002992153167724609 -0.00752830551937222481 0.94478899240493774414 0.00001540565608593170 0.00000005091060373275 0.94509845972061157227 0.02949248068034648895
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=4.59999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 4.59999990463256835938 116.00000000000000000000 0.03929334133863449097 0.01491412520408630371 1.00002992153167724609 -0.03843938559293746948 0.94512969255447387695 -0.00000853315941640176 0.00001023478489514673 0.94513475894927978516 0.02878751419484615326
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=4.69999980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 4.69999980926513671875 116.00000000000000000000 -0.02002691105008125305 0.01370473485440015793 1.00002968311309814453 -0.03445891663432121277 0.94536578655242919922 0.00000612699341218104 0.00000633380886938539 0.94516509771347045898 0.02809916622936725616
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=4.80000019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 4.80000019073486328125 116.00000000000000000000 -0.05830560252070426941 0.01265498064458370209 1.00003039836883544922 -0.00217477045953273773 0.94499158859252929688 -0.00002338250305911060 -0.00000351036078427569 0.94520074129104614258 0.02741814963519573212
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=4.90000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 4.90000009536743164062 116.00000000000000000000 -0.04401408135890960693 0.01168091036379337311 1.00003123283386230469 0.02849642001092433929 0.94512820243835449219 -0.00000909237132873386 0.00000278594438896107 0.94522851705551147461 0.02671779692173004150
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=5.00000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 5.00000000000000000000 116.00000000000000000000 0.00703167263418436050 0.01082483492791652679 1.00003027915954589844 0.03229567408561706543 0.94541722536087036133 -0.00000267668110609520 -0.00000457179021395859 0.94525277614593505859 0.02603338658809661865
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=5.09999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 5.09999990463256835938 116.00000000000000000000 0.04894732683897018433 0.01007073000073432922 1.00003051757812500000 0.00849785469472408295 0.94514924287796020508 0.00001796255673980340 0.00000379388166038552 0.94527149200439453125 0.02538645453751087189
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=5.19999980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 5.19999980926513671875 116.00000000000000000000 0.04582977667450904846 0.00936264544725418091 1.00003015995025634766 -0.02012322843074798584 0.94514650106430053711 0.00000589175124332542 -0.00000154120152728865 0.94529175758361816406 0.02474071644246578217
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=5.30000019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 5.30000019073486328125 116.00000000000000000000 0.00321956980042159557 0.00873847026377916336 1.00003015995025634766 -0.02905959263443946838 0.94543045759201049805 0.00000014869111453208 0.00000220482138502121 0.94531106948852539062 0.02411630749702453613
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=5.40000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 5.40000009536743164062 116.00000000000000000000 -0.03974916040897369385 0.00817062240093946457 1.00002992153167724609 -0.01249558106064796448 0.94526922702789306641 0.00000407716242989409 0.00000142075475650927 0.94532740116119384766 0.02351863682270050049
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=5.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 5.50000000000000000000 116.00000000000000000000 -0.04560986906290054321 0.00766127370297908783 1.00003099441528320312 0.01326700579375028610 0.94517934322357177734 -0.00000111369729438593 -0.00000018534259993430 0.94534373283386230469 0.02294982224702835083
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=5.59999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 5.59999990463256835938 116.00000000000000000000 -0.01112658716738224030 0.00719190808013081551 1.00003004074096679688 0.02541359700262546539 0.94542735815048217773 -0.00000368307655662647 0.00000826755058369599 0.94535607099533081055 0.02240020968019962311
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=5.69999980926513671875 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 5.69999980926513671875 116.00000000000000000000 0.03118609264492988586 0.00677387323230504990 1.00003063678741455078 0.01470737997442483902 0.94535422325134277344 0.00000347209243045654 -0.00000048383009243480 0.94536638259887695312 0.02187156118452548981
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=5.80000019073486328125 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
